"State","Year","X61.63","state_name","base_price_1980","avg_housing_prices"
"SD",2005,253.91,"South Dakota",36600,92931.06
"SD",2006,267.96,"South Dakota",36600,98073.36
"SD",2007,280.92,"South Dakota",36600,102816.72
"SD",2008,291.13,"South Dakota",36600,106553.58
"SD",2009,295.95,"South Dakota",36600,108317.7
"SD",2010,288.33,"South Dakota",36600,105528.78
"SD",2011,291.09,"South Dakota",36600,106538.94
"SD",2012,293.11,"South Dakota",36600,107278.26
"SD",2013,302.96,"South Dakota",36600,110883.36
"SD",2014,309.36,"South Dakota",36600,113225.76
"SD",2015,323.03,"South Dakota",36600,118228.98
"SD",2016,337.09,"South Dakota",36600,123374.94
"SD",2017,351.58,"South Dakota",36600,128678.28
"SD",2018,370,"South Dakota",36600,135420
"SD",2019,385.21,"South Dakota",36600,140986.86
"SD",2020,406.02,"South Dakota",36600,148603.32
"SD",2021,429.38,"South Dakota",36600,157153.08
"SD",2022,518.17,"South Dakota",36600,189650.22
"SD",2023,568.34,"South Dakota",36600,208012.44
"SD",2024,604.69,"South Dakota",36600,221316.54
"TN",1975,67.87,"Tennessee",35600,24161.72
"TN",1976,70.46,"Tennessee",35600,25083.76
"TN",1977,74.73,"Tennessee",35600,26603.88
"TN",1978,84.66,"Tennessee",35600,30138.96
"TN",1979,90.62,"Tennessee",35600,32260.72
"TN",1980,100,"Tennessee",35600,35600
"TN",1981,96.27,"Tennessee",35600,34272.12
"TN",1982,105.71,"Tennessee",35600,37632.76
"TN",1983,110.07,"Tennessee",35600,39184.92
"TN",1984,109.9,"Tennessee",35600,39124.4
"TN",1985,120.76,"Tennessee",35600,42990.56
"TN",1986,128.15,"Tennessee",35600,45621.4
"TN",1987,137.76,"Tennessee",35600,49042.56
"TN",1988,143.59,"Tennessee",35600,51118.04
"TN",1989,144.96,"Tennessee",35600,51605.76
"TN",1990,147.08,"Tennessee",35600,52360.48
"TN",1991,147.46,"Tennessee",35600,52495.76
"TN",1992,152.22,"Tennessee",35600,54190.32
"TN",1993,155.62,"Tennessee",35600,55400.72
"TN",1994,163.21,"Tennessee",35600,58102.76
"TN",1995,171.6,"Tennessee",35600,61089.6
"TN",1996,182.91,"Tennessee",35600,65115.96
"TN",1997,190.81,"Tennessee",35600,67928.36
"TN",1998,201.08,"Tennessee",35600,71584.48
"TN",1999,209.36,"Tennessee",35600,74532.16
"TN",2000,213.82,"Tennessee",35600,76119.92
"TN",2001,224.53,"Tennessee",35600,79932.68
"TN",2002,230.83,"Tennessee",35600,82175.48
"TN",2003,238.28,"Tennessee",35600,84827.68
"TN",2004,246.47,"Tennessee",35600,87743.32
"TN",2005,259.44,"Tennessee",35600,92360.64
"TN",2006,279.24,"Tennessee",35600,99409.44
"TN",2007,296.36,"Tennessee",35600,105504.16
"TN",2008,303.61,"Tennessee",35600,108085.16
"TN",2009,301.85,"Tennessee",35600,107458.6
"TN",2010,286.35,"Tennessee",35600,101940.6
"TN",2011,280.18,"Tennessee",35600,99744.08
"TN",2012,278.08,"Tennessee",35600,98996.48
"TN",2013,280.68,"Tennessee",35600,99922.08
"TN",2014,286.88,"Tennessee",35600,102129.28
"TN",2015,301.96,"Tennessee",35600,107497.76
"TN",2016,317.88,"Tennessee",35600,113165.28
"TN",2017,337.97,"Tennessee",35600,120317.32
"TN",2018,363.53,"Tennessee",35600,129416.68
"TN",2019,384.98,"Tennessee",35600,137052.88
"TN",2020,409.19,"Tennessee",35600,145671.64
"TN",2021,445.39,"Tennessee",35600,158558.84
"TN",2022,558.11,"Tennessee",35600,198687.16
"TN",2023,623.45,"Tennessee",35600,221948.2
"TN",2024,662.25,"Tennessee",35600,235761
"TX",1975,55.86,"Texas",39100,21841.26
"TX",1976,58.49,"Texas",39100,22869.59
"TX",1977,65.95,"Texas",39100,25786.45
"TX",1978,76.63,"Texas",39100,29962.33
"TX",1979,89.46,"Texas",39100,34978.86
"TX",1980,100,"Texas",39100,39100
"TX",1981,104.48,"Texas",39100,40851.68
"TX",1982,122.42,"Texas",39100,47866.22
"TX",1983,125.63,"Texas",39100,49121.33
"TX",1984,125.06,"Texas",39100,48898.46
"TX",1985,126.73,"Texas",39100,49551.43
"TX",1986,129.47,"Texas",39100,50622.77
"TX",1987,126.85,"Texas",39100,49598.35
"TX",1988,114.72,"Texas",39100,44855.52
"TX",1989,113.38,"Texas",39100,44331.58
"TX",1990,116.08,"Texas",39100,45387.28
"TX",1991,118.35,"Texas",39100,46274.85
"TX",1992,123.07,"Texas",39100,48120.37
"TX",1993,125.6,"Texas",39100,49109.6
"TX",1994,130.04,"Texas",39100,50845.64
"TX",1995,129.63,"Texas",39100,50685.33
"TX",1996,135.67,"Texas",39100,53046.97
"TX",1997,136.87,"Texas",39100,53516.17
"TX",1998,143.08,"Texas",39100,55944.28
"TX",1999,149.39,"Texas",39100,58411.49
"TX",2000,158.96,"Texas",39100,62153.36
"TX",2001,170.62,"Texas",39100,66712.42
"TX",2002,176.62,"Texas",39100,69058.42
"TX",2003,183.66,"Texas",39100,71811.06
"TX",2004,187.48,"Texas",39100,73304.68
"TX",2005,194.12,"Texas",39100,75900.92
"TX",2006,205.17,"Texas",39100,80221.47
"TX",2007,217.17,"Texas",39100,84913.47
"TX",2008,224.46,"Texas",39100,87763.86
"TX",2009,227.43,"Texas",39100,88925.13
"TX",2010,221.73,"Texas",39100,86696.43
"TX",2011,219.02,"Texas",39100,85636.82
"TX",2012,219.89,"Texas",39100,85976.99
"TX",2013,226.63,"Texas",39100,88612.33
"TX",2014,241.24,"Texas",39100,94324.84
"TX",2015,258.62,"Texas",39100,101120.42
"TX",2016,276.95,"Texas",39100,108287.45
"TX",2017,296.62,"Texas",39100,115978.42
"TX",2018,316.89,"Texas",39100,123903.99
"TX",2019,332.97,"Texas",39100,130191.27
"TX",2020,349.14,"Texas",39100,136513.74
"TX",2021,373.97,"Texas",39100,146222.27
"TX",2022,458.73,"Texas",39100,179363.43
"TX",2023,497.45,"Texas",39100,194502.95
"TX",2024,514.83,"Texas",39100,201298.53
"UT",1975,55.17,"Utah",57300,31612.41
"UT",1976,61.49,"Utah",57300,35233.77
"UT",1977,69.8,"Utah",57300,39995.4
"UT",1978,81.58,"Utah",57300,46745.34
"UT",1979,94.81,"Utah",57300,54326.13
"UT",1980,100,"Utah",57300,57300
"UT",1981,106.23,"Utah",57300,60869.79
"UT",1982,106.63,"Utah",57300,61098.99
"UT",1983,114.12,"Utah",57300,65390.76
"UT",1984,112.28,"Utah",57300,64336.44
"UT",1985,116.69,"Utah",57300,66863.37
"UT",1986,119.24,"Utah",57300,68324.52
"UT",1987,119.34,"Utah",57300,68381.82
"UT",1988,112.82,"Utah",57300,64645.86
"UT",1989,113.28,"Utah",57300,64909.44
"UT",1990,116.57,"Utah",57300,66794.61
"UT",1991,122.62,"Utah",57300,70261.26
"UT",1992,129.7,"Utah",57300,74318.1
"UT",1993,140.43,"Utah",57300,80466.39
"UT",1994,161.92,"Utah",57300,92780.16
"UT",1995,184.43,"Utah",57300,105678.39
"UT",1996,204.74,"Utah",57300,117316.02
"UT",1997,218.05,"Utah",57300,124942.65
"UT",1998,230.14,"Utah",57300,131870.22
"UT",1999,238.09,"Utah",57300,136425.57
"UT",2000,236.6,"Utah",57300,135571.8
"UT",2001,247.86,"Utah",57300,142023.78
"UT",2002,250.81,"Utah",57300,143714.13
"UT",2003,255.44,"Utah",57300,146367.12
"UT",2004,259.82,"Utah",57300,148876.86
"UT",2005,275.73,"Utah",57300,157993.29
"UT",2006,315.11,"Utah",57300,180558.03
"UT",2007,366.87,"Utah",57300,210216.51
"UT",2008,382.49,"Utah",57300,219166.77
"UT",2009,361.3,"Utah",57300,207024.9
"UT",2010,323.99,"Utah",57300,185646.27
"UT",2011,306.1,"Utah",57300,175395.3
"UT",2012,305.64,"Utah",57300,175131.72
"UT",2013,318.57,"Utah",57300,182540.61
"UT",2014,341.54,"Utah",57300,195702.42
"UT",2015,359.54,"Utah",57300,206016.42
"UT",2016,383.21,"Utah",57300,219579.33
"UT",2017,412.8,"Utah",57300,236534.4
"UT",2018,451.5,"Utah",57300,258709.5
"UT",2019,490.83,"Utah",57300,281245.59
"UT",2020,523.23,"Utah",57300,299810.79
"UT",2021,587.66,"Utah",57300,336729.18
"UT",2022,754.62,"Utah",57300,432397.26
"UT",2023,776.6,"Utah",57300,444991.8
"UT",2024,805.6,"Utah",57300,461608.8
"VA",1975,69.76,"Virginia",48000,33484.8
"VA",1976,69.42,"Virginia",48000,33321.6
"VA",1977,73.06,"Virginia",48000,35068.8
"VA",1978,80.42,"Virginia",48000,38601.6
"VA",1979,89.46,"Virginia",48000,42940.8
"VA",1980,100,"Virginia",48000,48000
"VA",1981,106.1,"Virginia",48000,50928
"VA",1982,97.74,"Virginia",48000,46915.2
"VA",1983,115.24,"Virginia",48000,55315.2
"VA",1984,121.4,"Virginia",48000,58272
"VA",1985,127.5,"Virginia",48000,61200
"VA",1986,134.51,"Virginia",48000,64564.8
"VA",1987,145.42,"Virginia",48000,69801.6
"VA",1988,164.89,"Virginia",48000,79147.2
"VA",1989,181.34,"Virginia",48000,87043.2
"VA",1990,189.16,"Virginia",48000,90796.8
"VA",1991,187.85,"Virginia",48000,90168
"VA",1992,191.4,"Virginia",48000,91872
"VA",1993,192.17,"Virginia",48000,92241.6
"VA",1994,194.95,"Virginia",48000,93576
"VA",1995,193.58,"Virginia",48000,92918.4
"VA",1996,201.24,"Virginia",48000,96595.2
"VA",1997,202.84,"Virginia",48000,97363.2
"VA",1998,209.06,"Virginia",48000,100348.8
"VA",1999,216.08,"Virginia",48000,103718.4
"VA",2000,229.36,"Virginia",48000,110092.8
"VA",2001,248.4,"Virginia",48000,119232
"VA",2002,268.58,"Virginia",48000,128918.4
"VA",2003,291.44,"Virginia",48000,139891.2
"VA",2004,323.62,"Virginia",48000,155337.6
"VA",2005,384.61,"Virginia",48000,184612.8
"VA",2006,447.74,"Virginia",48000,214915.2
"VA",2007,467.48,"Virginia",48000,224390.4
"VA",2008,459.19,"Virginia",48000,220411.2
"VA",2009,431.97,"Virginia",48000,207345.6
"VA",2010,403.2,"Virginia",48000,193536
"VA",2011,392.95,"Virginia",48000,188616
"VA",2012,389.75,"Virginia",48000,187080
"VA",2013,393.15,"Virginia",48000,188712
"VA",2014,398.91,"Virginia",48000,191476.8
"VA",2015,413.58,"Virginia",48000,198518.4
"VA",2016,419.74,"Virginia",48000,201475.2
"VA",2017,431.81,"Virginia",48000,207268.8
"VA",2018,449.26,"Virginia",48000,215644.8
"VA",2019,462.88,"Virginia",48000,222182.4
"VA",2020,485.7,"Virginia",48000,233136
"VA",2021,519.35,"Virginia",48000,249288
"VA",2022,600.17,"Virginia",48000,288081.6
"VA",2023,654.06,"Virginia",48000,313948.8
"VA",2024,703.21,"Virginia",48000,337540.8
"VT",1975,77.36,"Vermont",42200,32645.92
"VT",1976,117.03,"Vermont",42200,49386.66
"VT",1977,115.98,"Vermont",42200,48943.56
"VT",1978,90.75,"Vermont",42200,38296.5
"VT",1979,94.52,"Vermont",42200,39887.44
"VT",1980,100,"Vermont",42200,42200
"VT",1981,110.44,"Vermont",42200,46605.68
"VT",1982,122.29,"Vermont",42200,51606.38
"VT",1983,117.78,"Vermont",42200,49703.16
"VT",1984,121.91,"Vermont",42200,51446.02
"VT",1985,129.53,"Vermont",42200,54661.66
"VT",1986,144.34,"Vermont",42200,60911.48
"VT",1987,163.36,"Vermont",42200,68937.92
"VT",1988,186.69,"Vermont",42200,78783.18
"VT",1989,206.86,"Vermont",42200,87294.92
"VT",1990,215.41,"Vermont",42200,90903.02
"VT",1991,213.3,"Vermont",42200,90012.6
"VT",1992,213.84,"Vermont",42200,90240.48
"VT",1993,215.87,"Vermont",42200,91097.14
"VT",1994,219.34,"Vermont",42200,92561.48
"VT",1995,214.78,"Vermont",42200,90637.16
"VT",1996,225.56,"Vermont",42200,95186.32
"VT",1997,225.08,"Vermont",42200,94983.76
"VT",1998,228.79,"Vermont",42200,96549.38
"VT",1999,235.2,"Vermont",42200,99254.4
"VT",2000,250.34,"Vermont",42200,105643.48
"VT",2001,268.78,"Vermont",42200,113425.16
"VT",2002,289.86,"Vermont",42200,122320.92
"VT",2003,307.7,"Vermont",42200,129849.4
"VT",2004,342.19,"Vermont",42200,144404.18
"VT",2005,393.82,"Vermont",42200,166192.04
"VT",2006,436.41,"Vermont",42200,184165.02
"VT",2007,458.64,"Vermont",42200,193546.08
"VT",2008,463.56,"Vermont",42200,195622.32
"VT",2009,454.08,"Vermont",42200,191621.76
"VT",2010,440.56,"Vermont",42200,185916.32
"VT",2011,438.96,"Vermont",42200,185241.12
"VT",2012,438.22,"Vermont",42200,184928.84
"VT",2013,439.41,"Vermont",42200,185431.02
"VT",2014,432.68,"Vermont",42200,182590.96
"VT",2015,441.71,"Vermont",42200,186401.62
"VT",2016,443.5,"Vermont",42200,187157
"VT",2017,455.14,"Vermont",42200,192069.08
"VT",2018,469.52,"Vermont",42200,198137.44
"VT",2019,480.59,"Vermont",42200,202808.98
"VT",2020,506.1,"Vermont",42200,213574.2
"VT",2021,548.66,"Vermont",42200,231534.52
"VT",2022,647.94,"Vermont",42200,273430.68
"VT",2023,725.8,"Vermont",42200,306287.6
"VT",2024,799.33,"Vermont",42200,337317.26
"WA",1975,46.33,"Washington",59900,27751.67
"WA",1976,50.39,"Washington",59900,30183.61
"WA",1977,59.79,"Washington",59900,35814.21
"WA",1978,74.37,"Washington",59900,44547.63
"WA",1979,89.02,"Washington",59900,53322.98
"WA",1980,100,"Washington",59900,59900
"WA",1981,99.97,"Washington",59900,59882.03
"WA",1982,86.42,"Washington",59900,51765.58
"WA",1983,104.7,"Washington",59900,62715.3
"WA",1984,106.76,"Washington",59900,63949.24
"WA",1985,110.48,"Washington",59900,66177.52
"WA",1986,113.44,"Washington",59900,67950.56
"WA",1987,117.05,"Washington",59900,70112.95
"WA",1988,121.91,"Washington",59900,73024.09
"WA",1989,132.25,"Washington",59900,79217.75
"WA",1990,164.22,"Washington",59900,98367.78
"WA",1991,181.9,"Washington",59900,108958.1
"WA",1992,189.01,"Washington",59900,113216.99
"WA",1993,196.19,"Washington",59900,117517.81
"WA",1994,205.82,"Washington",59900,123286.18
"WA",1995,212.53,"Washington",59900,127305.47
"WA",1996,221.82,"Washington",59900,132870.18
"WA",1997,226.68,"Washington",59900,135781.32
"WA",1998,242.09,"Washington",59900,145011.91
"WA",1999,255.42,"Washington",59900,152996.58
"WA",2000,269.53,"Washington",59900,161448.47
"WA",2001,286.27,"Washington",59900,171475.73
"WA",2002,298.67,"Washington",59900,178903.33
"WA",2003,311.08,"Washington",59900,186336.92
"WA",2004,330.64,"Washington",59900,198053.36
"WA",2005,374.52,"Washington",59900,224337.48
"WA",2006,444.6,"Washington",59900,266315.4
"WA",2007,492.44,"Washington",59900,294971.56
"WA",2008,500.7,"Washington",59900,299919.3
"WA",2009,467.54,"Washington",59900,280056.46
"WA",2010,419.61,"Washington",59900,251346.39
"WA",2011,393.61,"Washington",59900,235772.39
"WA",2012,378.89,"Washington",59900,226955.11
"WA",2013,389.86,"Washington",59900,233526.14
"WA",2014,413.71,"Washington",59900,247812.29
"WA",2015,444.24,"Washington",59900,266099.76
"WA",2016,487.46,"Washington",59900,291988.54
"WA",2017,536.95,"Washington",59900,321633.05
"WA",2018,596.56,"Washington",59900,357339.44
"WA",2019,634.91,"Washington",59900,380311.09
"WA",2020,675.09,"Washington",59900,404378.91
"WA",2021,741.2,"Washington",59900,443978.8
"WA",2022,910.01,"Washington",59900,545095.99
"WA",2023,932.95,"Washington",59900,558837.05
"WA",2024,975.55,"Washington",59900,584354.45
"WI",1975,61.85,"Wisconsin",48600,30059.1
"WI",1976,65.46,"Wisconsin",48600,31813.56
"WI",1977,73.06,"Wisconsin",48600,35507.16
"WI",1978,84.67,"Wisconsin",48600,41149.62
"WI",1979,96.66,"Wisconsin",48600,46976.76
"WI",1980,100,"Wisconsin",48600,48600
"WI",1981,102.79,"Wisconsin",48600,49955.94
"WI",1982,85.87,"Wisconsin",48600,41732.82
"WI",1983,103.88,"Wisconsin",48600,50485.68
"WI",1984,106.07,"Wisconsin",48600,51550.02
"WI",1985,107.94,"Wisconsin",48600,52458.84
"WI",1986,112.38,"Wisconsin",48600,54616.68
"WI",1987,115.35,"Wisconsin",48600,56060.1
"WI",1988,120.22,"Wisconsin",48600,58426.92
"WI",1989,127.39,"Wisconsin",48600,61911.54
"WI",1990,133.81,"Wisconsin",48600,65031.66
"WI",1991,140.01,"Wisconsin",48600,68044.86
"WI",1992,147.25,"Wisconsin",48600,71563.5
"WI",1993,154.89,"Wisconsin",48600,75276.54
"WI",1994,165.63,"Wisconsin",48600,80496.18
"WI",1995,177.89,"Wisconsin",48600,86454.54
"WI",1996,188.04,"Wisconsin",48600,91387.44
"WI",1997,196.41,"Wisconsin",48600,95455.26
"WI",1998,204.09,"Wisconsin",48600,99187.74
"WI",1999,213.33,"Wisconsin",48600,103678.38
"WI",2000,227.72,"Wisconsin",48600,110671.92
"WI",2001,238.65,"Wisconsin",48600,115983.9
"WI",2002,251,"Wisconsin",48600,121986
"WI",2003,261.68,"Wisconsin",48600,127176.48
"WI",2004,278.93,"Wisconsin",48600,135559.98
"WI",2005,304.03,"Wisconsin",48600,147758.58
"WI",2006,320.94,"Wisconsin",48600,155976.84
"WI",2007,327.33,"Wisconsin",48600,159082.38
"WI",2008,327.49,"Wisconsin",48600,159160.14
"WI",2009,318.97,"Wisconsin",48600,155019.42
"WI",2010,302.39,"Wisconsin",48600,146961.54
"WI",2011,295.17,"Wisconsin",48600,143452.62
"WI",2012,291.2,"Wisconsin",48600,141523.2
"WI",2013,290.52,"Wisconsin",48600,141192.72
"WI",2014,288.66,"Wisconsin",48600,140288.76
"WI",2015,299.96,"Wisconsin",48600,145780.56
"WI",2016,309.97,"Wisconsin",48600,150645.42
"WI",2017,323.67,"Wisconsin",48600,157303.62
"WI",2018,340.7,"Wisconsin",48600,165580.2
"WI",2019,358.48,"Wisconsin",48600,174221.28
"WI",2020,375.15,"Wisconsin",48600,182322.9
"WI",2021,398.54,"Wisconsin",48600,193690.44
"WI",2022,462.9,"Wisconsin",48600,224969.4
"WI",2023,510.17,"Wisconsin",48600,247942.62
"WI",2024,560.34,"Wisconsin",48600,272325.24
"WV",1975,50.32,"West Virginia",38500,19373.2
"WV",1976,61.31,"West Virginia",38500,23604.35
"WV",1977,69.72,"West Virginia",38500,26842.2
"WV",1978,79.47,"West Virginia",38500,30595.95
"WV",1979,80.06,"West Virginia",38500,30823.1
"WV",1980,100,"West Virginia",38500,38500
"WV",1981,98.55,"West Virginia",38500,37941.75
"WV",1982,68.32,"West Virginia",38500,26303.2
"WV",1983,97.91,"West Virginia",38500,37695.35
"WV",1984,97.61,"West Virginia",38500,37579.85
"WV",1985,91.84,"West Virginia",38500,35358.4
"WV",1986,95.25,"West Virginia",38500,36671.25
"WV",1987,96.78,"West Virginia",38500,37260.3
"WV",1988,96.23,"West Virginia",38500,37048.55
"WV",1989,98.57,"West Virginia",38500,37949.45
"WV",1990,101.91,"West Virginia",38500,39235.35
"WV",1991,103.71,"West Virginia",38500,39928.35
"WV",1992,109.08,"West Virginia",38500,41995.8
"WV",1993,114.49,"West Virginia",38500,44078.65
"WV",1994,121.29,"West Virginia",38500,46696.65
"WV",1995,125.6,"West Virginia",38500,48356
"WV",1996,132.81,"West Virginia",38500,51131.85
"WV",1997,134.76,"West Virginia",38500,51882.6
"WV",1998,142.65,"West Virginia",38500,54920.25
"WV",1999,146.9,"West Virginia",38500,56556.5
"WV",2000,147.15,"West Virginia",38500,56652.75
"WV",2001,155.12,"West Virginia",38500,59721.2
"WV",2002,159.88,"West Virginia",38500,61553.8
"WV",2003,165.82,"West Virginia",38500,63840.7
"WV",2004,174.2,"West Virginia",38500,67067
"WV",2005,188.3,"West Virginia",38500,72495.5
"WV",2006,208.14,"West Virginia",38500,80133.9
"WV",2007,212.42,"West Virginia",38500,81781.7
"WV",2008,214.12,"West Virginia",38500,82436.2
"WV",2009,211.68,"West Virginia",38500,81496.8
"WV",2010,204,"West Virginia",38500,78540
"WV",2011,201.95,"West Virginia",38500,77750.75
"WV",2012,201.55,"West Virginia",38500,77596.75
"WV",2013,203.26,"West Virginia",38500,78255.1
"WV",2014,207.46,"West Virginia",38500,79872.1
"WV",2015,210.86,"West Virginia",38500,81181.1
"WV",2016,217.13,"West Virginia",38500,83595.05
"WV",2017,217.6,"West Virginia",38500,83776
"WV",2018,223.5,"West Virginia",38500,86047.5
"WV",2019,226.61,"West Virginia",38500,87244.85
"WV",2020,235.89,"West Virginia",38500,90817.65
"WV",2021,250.38,"West Virginia",38500,96396.3
"WV",2022,281.48,"West Virginia",38500,108369.8
"WV",2023,302.29,"West Virginia",38500,116381.65
"WV",2024,319.57,"West Virginia",38500,123034.45
"WY",1975,49.93,"Wyoming",59800,29858.14
"WY",1976,54.43,"Wyoming",59800,32549.14
"WY",1977,63.42,"Wyoming",59800,37925.16
"WY",1978,73.03,"Wyoming",59800,43671.94
"WY",1979,87.36,"Wyoming",59800,52241.28
"WY",1980,100,"Wyoming",59800,59800
"WY",1981,106.84,"Wyoming",59800,63890.32
"WY",1982,110.47,"Wyoming",59800,66061.06
"WY",1983,110.67,"Wyoming",59800,66180.66
"WY",1984,100.02,"Wyoming",59800,59811.96
"WY",1985,97.1,"Wyoming",59800,58065.8
"WY",1986,97.27,"Wyoming",59800,58167.46
"WY",1987,92.91,"Wyoming",59800,55560.18
"WY",1988,81.08,"Wyoming",59800,48485.84
"WY",1989,76.85,"Wyoming",59800,45956.3
"WY",1990,87.76,"Wyoming",59800,52480.48
"WY",1991,89.87,"Wyoming",59800,53742.26
"WY",1992,96.61,"Wyoming",59800,57772.78
"WY",1993,102.58,"Wyoming",59800,61342.84
"WY",1994,113.56,"Wyoming",59800,67908.88
"WY",1995,123.44,"Wyoming",59800,73817.12
"WY",1996,131.94,"Wyoming",59800,78900.12
"WY",1997,135.11,"Wyoming",59800,80795.78
"WY",1998,141.85,"Wyoming",59800,84826.3
"WY",1999,143.78,"Wyoming",59800,85980.44
"WY",2000,149.79,"Wyoming",59800,89574.42
"WY",2001,157.28,"Wyoming",59800,94053.44
"WY",2002,167.92,"Wyoming",59800,100416.16
"WY",2003,177.11,"Wyoming",59800,105911.78
"WY",2004,190.73,"Wyoming",59800,114056.54
"WY",2005,211.34,"Wyoming",59800,126381.32
"WY",2006,238.63,"Wyoming",59800,142700.74
"WY",2007,266.99,"Wyoming",59800,159660.02
"WY",2008,280.83,"Wyoming",59800,167936.34
"WY",2009,279.49,"Wyoming",59800,167135.02
"WY",2010,265.65,"Wyoming",59800,158858.7
"WY",2011,263.3,"Wyoming",59800,157453.4
"WY",2012,264.35,"Wyoming",59800,158081.3
"WY",2013,270.33,"Wyoming",59800,161657.34
"WY",2014,277.09,"Wyoming",59800,165699.82
"WY",2015,286.66,"Wyoming",59800,171422.68
"WY",2016,293.39,"Wyoming",59800,175447.22
"WY",2017,296.96,"Wyoming",59800,177582.08
"WY",2018,309.03,"Wyoming",59800,184799.94
"WY",2019,314.2,"Wyoming",59800,187891.6
"WY",2020,334.92,"Wyoming",59800,200282.16
"WY",2021,354.82,"Wyoming",59800,212182.36
"WY",2022,415.38,"Wyoming",59800,248397.24
"WY",2023,448.24,"Wyoming",59800,268047.52
"WY",2024,467.76,"Wyoming",59800,279720.48
